date,cold,flu,pneumonia,coronavirus
2017-06-01,0.10526,0.04272,0.30453,0.00809
2017-06-02,0.09417,0.04008,0.18172,0.0079
2017-06-03,0.0959,0.02827,0.12617,0.00663
2017-06-04,0.09899,0.03518,0.18181,0.00672
2017-06-05,0.1139,0.04418,0.20863,0.00709
2017-06-06,0.11463,0.03736,0.14108,0.0059
2017-06-07,0.12581,0.04645,0.17326,0.00863
2017-06-08,0.10545,0.03899,0.25262,0.00845
2017-06-09,0.09772,0.03708,0.17299,0.00799
2017-06-10,0.0829,0.02963,0.11745,0.00736
2017-06-11,0.09599,0.03299,0.11699,0.00627
2017-06-12,0.18435,0.0419,0.17563,0.00836
2017-06-13,0.09899,0.0359,0.15199,0.00727
2017-06-14,0.09808,0.03363,0.13754,0.00836
2017-06-15,0.09672,0.03081,0.13945,0.00818
2017-06-16,0.09317,0.02599,0.14408,0.00718
2017-06-17,0.08272,0.02381,0.13999,0.00672
2017-06-18,0.08645,0.02872,0.1109,0.00636
2017-06-19,0.10408,0.03436,0.15072,0.00754
2017-06-20,0.08954,0.0299,0.14499,0.00936
2017-06-21,0.08963,0.03408,0.13581,0.00663
2017-06-22,0.0829,0.02545,0.12372,0.00463
2017-06-23,0.07436,0.01936,0.11799,0.00618
2017-06-24,0.07817,0.01772,0.09754,0.0039
2017-06-25,0.0749,0.01818,0.09136,0.00327
2017-06-26,0.08245,0.02381,0.11836,0.00427
2017-06-27,0.07617,0.02172,0.11599,0.00436
2017-06-28,0.08381,0.02281,0.11454,0.00645
2017-06-29,0.07317,0.01936,0.11608,0.00627
2017-06-30,0.06372,0.02099,0.10817,0.00463
2017-07-01,0.06845,0.01318,0.08527,0.0029
2017-07-02,0.07463,0.01818,0.07508,0.00336
2017-07-03,0.08745,0.02163,0.11681,0.00399
2017-07-04,0.08417,0.02145,0.11008,0.00399
2017-07-05,0.0739,0.02763,0.1059,0.00427
2017-07-06,0.07108,0.02172,0.10581,0.00618
2017-07-07,0.07036,0.01581,0.10708,0.00399
2017-07-08,0.06963,0.01481,0.09336,0.00418
2017-07-09,0.06881,0.01818,0.07627,0.00518
2017-07-10,0.07799,0.02454,0.11408,0.00527
2017-07-11,0.07808,0.02172,0.11181,0.00445
2017-07-12,0.09072,0.01936,0.1099,0.00736
2017-07-13,0.08381,0.02063,0.10954,0.00418
2017-07-14,0.07872,0.01863,0.10499,0.00327
2017-07-15,0.06845,0.01763,0.08436,0.00518
2017-07-16,0.06908,0.01872,0.07108,0.00445
2017-07-17,0.10045,0.02236,0.1159,0.00545
2017-07-18,0.09445,0.02354,0.10945,0.00636
2017-07-19,0.09145,0.03127,0.10881,0.00509
2017-07-20,0.09008,0.03199,0.10208,0.00618
2017-07-21,0.08327,0.02618,0.10045,0.00336
2017-07-22,0.06999,0.01845,0.0769,0.00172
2017-07-23,0.07881,0.0169,0.07336,0.00327
2017-07-24,0.08272,0.02399,0.11981,0.00445
2017-07-25,0.08227,0.02245,0.10426,0.00563
2017-07-26,0.10481,0.02327,0.10381,0.00536
2017-07-27,0.07663,0.01963,0.10508,0.00399
2017-07-28,0.07863,0.01854,0.1029,0.00372
2017-07-29,0.06708,0.01236,0.07754,0.00327
2017-07-30,0.06727,0.01518,0.06881,0.00463
2017-07-31,0.0859,0.02045,0.10936,0.0039
2017-08-01,0.07508,0.02036,0.1039,0.00409
2017-08-02,0.0789,0.01999,0.10608,0.00345
2017-08-03,0.07672,0.01718,0.09826,0.00463
2017-08-04,0.07963,0.01763,0.10126,0.00327
2017-08-05,0.08681,0.01281,0.07972,0.0029
2017-08-06,0.07281,0.01854,0.0729,0.00281
2017-08-07,0.83015,0.02845,0.11645,0.00345
2017-08-08,0.09626,0.0249,0.10981,0.00427
2017-08-09,0.08917,0.02409,0.11054,0.0039
2017-08-10,0.0819,0.02154,0.10899,0.00509
2017-08-11,0.08681,0.01818,0.11108,0.00381
2017-08-12,0.06699,0.01445,0.08763,0.00245
2017-08-13,0.07481,0.01472,0.0759,0.00299
2017-08-14,0.09781,0.02054,0.1049,0.00545
2017-08-15,0.09008,0.0209,0.08127,0.00527
2017-08-16,0.09454,0.02899,0.11736,0.0059
2017-08-17,0.09008,0.02727,0.10717,0.00399
2017-08-18,0.07727,0.02099,0.10726,0.00518
2017-08-19,0.07672,0.0189,0.08445,0.00527
2017-08-20,0.08872,0.02172,0.07517,0.0029
2017-08-21,0.14817,0.05999,0.11572,0.00572
2017-08-22,0.09436,0.04072,0.11426,0.0069
2017-08-23,0.09808,0.03672,0.1039,0.00563
2017-08-24,0.0819,0.03418,0.1139,0.0079
2017-08-25,0.0899,0.03199,0.10772,0.00809
2017-08-26,0.08863,0.02245,0.08517,0.00518
2017-08-27,0.10754,0.03036,0.08336,0.00472
2017-08-28,0.11872,0.04399,0.12363,0.00972
2017-08-29,0.12499,0.0499,0.1199,0.00863
2017-08-30,0.13135,0.0559,0.11045,0.00927
2017-08-31,0.12381,0.05608,0.11545,0.01018
2017-09-01,0.10636,0.05727,0.11399,0.01172
2017-09-02,0.09672,0.03672,0.1009,0.00536
2017-09-03,0.10054,0.03654,0.09117,0.00399
2017-09-04,0.11508,0.08527,0.13017,0.00599
2017-09-05,0.10872,0.07381,0.12735,0.00609
2017-09-06,0.10672,0.07017,0.12545,0.00454
2017-09-07,0.1159,0.07063,0.12926,0.00563
2017-09-08,0.11717,0.06945,0.11645,0.00618
2017-09-09,0.10036,0.04263,0.09681,0.00372
2017-09-10,0.10845,0.05945,0.09808,0.0049
2017-09-11,0.13108,0.08599,0.13981,0.00709
2017-09-12,0.12908,0.07936,0.14754,0.00609
2017-09-13,0.13881,0.08554,0.14326,0.00599
2017-09-14,0.13717,0.0879,0.14163,0.00609
2017-09-15,0.13135,0.07572,0.13372,0.00599
2017-09-16,0.1129,0.06054,0.09999,0.00354
2017-09-17,0.11945,0.05708,0.10154,0.0049
2017-09-18,0.14572,0.10399,0.17144,0.00599
2017-09-19,0.13926,0.09154,0.16181,0.00581
2017-09-20,0.12672,0.09027,0.17463,0.00736
2017-09-21,0.1339,0.09263,0.17899,0.00545
2017-09-22,0.12663,0.08645,0.17017,0.00381
2017-09-23,0.10163,0.06208,0.11672,0.0119
2017-09-24,0.1139,0.05545,0.13254,0.00445
2017-09-25,0.14308,0.10263,0.1849,0.00509
2017-09-26,0.12863,0.1319,0.17872,0.00654
2017-09-27,0.40116,0.10926,0.17281,0.00645
2017-09-28,0.12063,0.0979,0.14508,0.00381
2017-09-29,0.11945,0.08999,0.1309,0.00654
2017-09-30,0.10736,0.07554,0.10745,0.00409
2017-10-01,0.10836,0.05181,0.08636,0.00409
2017-10-02,0.11136,0.06681,0.11817,0.00472
2017-10-03,0.08881,0.04063,0.09145,0.00154
2017-10-04,0.10481,0.0479,0.08981,0.00154
2017-10-05,0.1119,0.04881,0.09345,0.00199
2017-10-06,0.13045,0.06299,0.1129,0.0029
2017-10-07,0.10508,0.06517,0.10626,0.0039
2017-10-08,0.11263,0.0669,0.09699,0.00281
2017-10-09,0.13481,0.0909,0.12535,0.00545
2017-10-10,0.12863,0.12463,0.16817,0.00654
2017-10-11,0.1319,0.14381,0.1579,0.00745
2017-10-12,0.14699,0.16654,0.14454,0.00618
2017-10-13,0.1279,0.15299,0.13845,0.00463
2017-10-14,0.11463,0.13135,0.11454,0.00672
2017-10-15,0.11917,0.10299,0.10308,0.0039
2017-10-16,0.14754,0.17608,0.15335,0.00636
2017-10-17,0.14199,0.17208,0.14463,0.00609
2017-10-18,0.13463,0.15963,0.14663,0.00563
2017-10-19,0.12963,0.15972,0.14863,0.0089
2017-10-20,0.12763,0.13908,0.16035,0.00654
2017-10-21,0.46116,0.11172,0.15435,0.00527
2017-10-22,0.12245,0.09545,0.12663,0.00599
2017-10-23,0.14299,0.15499,0.17944,0.00745
2017-10-24,0.1529,0.1499,0.15899,0.00999
2017-10-25,0.13099,0.13808,0.16544,0.00636
2017-10-26,0.1319,0.13817,0.16872,0.00672
2017-10-27,0.11245,0.13599,0.15708,0.00681
2017-10-28,0.09645,0.11199,0.13181,0.0069
2017-10-29,0.1239,0.11326,0.12917,0.00663
2017-10-30,0.16017,0.1769,0.17899,0.00918
2017-10-31,0.14935,0.15045,0.17608,0.00936
2017-11-01,0.14354,0.13954,0.17808,0.00718
2017-11-02,0.13599,0.14972,0.19435,0.00854
2017-11-03,0.14199,0.12463,0.17699,0.00718
2017-11-04,0.13017,0.11554,0.14045,0.00654
2017-11-05,0.1339,0.09699,0.13808,0.01009
2017-11-06,0.17144,0.14945,0.19726,0.00954
2017-11-07,0.14945,0.14035,0.17672,0.00972
2017-11-08,0.14299,0.1309,0.17908,0.00745
2017-11-09,0.18781,0.12226,0.16199,0.0069
2017-11-10,0.1389,0.10845,0.15926,0.00645
2017-11-11,0.12381,0.08854,0.13008,0.00545
2017-11-12,0.13472,0.08827,0.12108,0.00954
2017-11-13,0.16126,0.13226,0.19253,0.00736
2017-11-14,0.15081,0.12954,0.18299,0.00918
2017-11-15,0.1469,0.1279,0.17899,0.00872
2017-11-16,0.15244,0.12717,0.16554,0.01027
2017-11-17,0.14472,0.11999,0.15881,0.00663
2017-11-18,0.12635,0.09526,0.13117,0.0069
2017-11-19,0.1389,0.1029,0.11626,0.00645
2017-11-20,0.19472,0.16572,0.21672,0.00845
2017-11-21,0.16117,0.15517,0.1979,0.01045
2017-11-22,0.14872,0.13999,0.17935,0.01163
2017-11-23,0.13799,0.12672,0.16244,0.01127
2017-11-24,0.13435,0.11681,0.15972,0.00872
2017-11-25,0.11463,0.09908,0.13181,0.00863
2017-11-26,0.11354,0.09945,0.12308,0.00845
2017-11-27,0.14372,0.17026,0.19008,0.00972
2017-11-28,0.14726,0.15381,0.17881,0.01163
2017-11-29,0.13045,0.1569,0.17754,0.01427
2017-11-30,0.14617,0.15663,0.17563,0.01272
2017-12-01,0.14599,0.33189,0.15172,0.01209
2017-12-02,0.12654,0.27399,0.12554,0.0109
2017-12-03,0.33353,0.20163,0.11617,0.00681
2017-12-04,0.17126,0.32889,0.19517,0.00872
2017-12-05,0.1709,0.36407,0.15954,0.01236
2017-12-06,0.16426,0.33344,0.16472,0.01327
2017-12-07,0.1729,0.37671,0.20599,0.01418
2017-12-08,0.15663,0.37817,0.16899,0.01227
2017-12-09,0.12817,0.33553,0.12835,0.01236
2017-12-10,1.43132,0.29044,0.12699,0.00981
2017-12-11,0.20708,0.48853,0.19572,0.01272
2017-12-12,0.18326,0.47053,0.16272,0.01399
2017-12-13,0.1789,0.46116,0.16999,0.01563
2017-12-14,0.17944,0.47389,0.16372,0.0169
2017-12-15,0.16663,0.52189,0.16435,0.01436
2017-12-16,0.39935,0.4398,0.12535,0.0109
2017-12-17,0.44907,0.4538,0.13563,0.00963
2017-12-18,0.20108,0.81497,0.19308,0.01309
2017-12-19,0.19881,0.83906,0.18399,0.01518
2017-12-20,0.18808,0.87133,0.19035,0.01536
2017-12-21,0.21553,0.9266,0.18744,0.01763
2017-12-22,0.17826,0.89288,0.1779,0.01309
2017-12-23,0.16599,0.8547,0.15372,0.00981
2017-12-24,0.17235,0.79852,0.13863,0.00809
2017-12-25,0.18672,0.85806,0.13963,0.00863
2017-12-26,0.2599,1.61476,0.23435,0.01145
2017-12-27,0.27226,1.38514,0.20253,0.01818
2017-12-28,0.32562,1.32059,0.20272,0.01172
2017-12-29,0.21917,1.13678,0.18835,0.01727
2017-12-30,2.72528,1.08851,0.17117,0.01345
2017-12-31,0.24808,1.04205,0.14072,0.01063
2018-01-01,0.23781,0.98397,0.14826,0.00563
2018-01-02,0.29753,1.61431,0.24126,0.01181
2018-01-03,0.27862,1.51522,0.22281,0.01536
2018-01-04,0.27699,1.57331,0.21526,0.01681
2018-01-05,0.28399,1.95157,0.20935,0.01309
2018-01-06,0.23062,1.53404,0.16935,0.00718
2018-01-07,0.22999,1.31177,0.14972,0.00709
2018-01-08,0.30426,2.07148,0.23253,0.01118
2018-01-09,0.26117,1.6304,0.20908,0.01381
2018-01-10,0.23644,1.3105,0.18899,0.0169
2018-01-11,0.22472,1.21214,0.18226,0.01418
2018-01-12,0.20235,1.08924,0.1719,0.01109
2018-01-13,0.1769,1.05587,0.1429,0.01609
2018-01-14,0.16417,0.80197,0.12781,0.01109
2018-01-15,0.21381,1.17423,0.20608,0.01409
2018-01-16,0.19026,0.97151,0.19572,0.01599
2018-01-17,0.18154,0.83961,0.18299,0.01299
2018-01-18,0.17363,0.75179,0.17617,0.01199
2018-01-19,0.16554,0.63761,0.1699,0.01045
2018-01-20,0.15644,0.57898,0.13708,0.00999
2018-01-21,0.13172,0.49289,0.12054,0.00581
2018-01-22,0.16826,0.7247,0.19744,0.01154
2018-01-23,0.16844,0.59743,0.17599,0.01654
2018-01-24,0.2019,0.51125,0.16681,0.01372
2018-01-25,0.16135,0.46189,0.15472,0.01199
2018-01-26,0.13935,0.40716,0.14599,0.01199
2018-01-27,0.12163,0.37962,0.1159,0.01009
2018-01-28,0.11508,0.34789,0.10581,0.00763
2018-01-29,0.15308,0.48953,0.15444,0.01254
2018-01-30,0.15763,0.38989,0.14908,0.01018
2018-01-31,0.12917,0.34108,0.14035,0.01381
2018-02-01,0.12472,0.31826,0.13345,0.01281
2018-02-02,0.13035,0.28935,0.14345,0.01154
2018-02-03,0.13935,0.23672,0.10972,0.0089
2018-02-04,0.14926,0.2239,0.10063,0.0069
2018-02-05,0.18317,0.35608,0.14399,0.0129
2018-02-06,0.14645,0.30544,0.13917,0.01727
2018-02-07,0.13717,0.27053,0.12708,0.01154
2018-02-08,0.13672,0.26281,0.12054,0.01318
2018-02-09,0.11517,0.22781,0.12154,0.01199
2018-02-10,0.21026,0.19181,0.10081,0.00899
2018-02-11,0.11017,0.16754,0.09126,0.00672
2018-02-12,0.12435,0.25235,0.12908,0.01263
2018-02-13,0.11817,0.20726,0.11917,0.01799
2018-02-14,0.10699,0.20063,0.12426,0.01936
2018-02-15,0.09617,0.1269,0.07881,0.00963
2018-02-16,0.10208,0.12745,0.08427,0.00727
2018-02-17,0.11026,0.1329,0.08817,0.00627
2018-02-18,0.12254,0.13454,0.08508,0.00609
2018-02-19,0.13172,0.21008,0.14826,0.01054
2018-02-20,0.12135,0.17054,0.13199,0.01799
2018-02-21,0.10954,0.15526,0.13254,0.01472
2018-02-22,0.11845,0.15899,0.12099,0.01381
2018-02-23,0.1169,0.13381,0.12263,0.0139
2018-02-24,0.09872,0.10717,0.09799,0.01281
2018-02-25,0.09617,0.09508,0.08836,0.00954
2018-02-26,0.13317,0.14317,0.13054,0.01518
2018-02-27,0.12581,0.12445,0.13472,0.01645
2018-02-28,0.12426,0.11163,0.13363,0.01572
2018-03-01,0.10181,0.08154,0.09572,0.01163
2018-03-02,0.10181,0.1079,0.11726,0.01045
2018-03-03,0.10481,0.0799,0.09472,0.00827
2018-03-04,0.0939,0.07608,0.09163,0.00827
2018-03-05,0.10854,0.10545,0.12108,0.00981
2018-03-06,0.0999,0.09381,0.12835,0.01181
2018-03-07,0.10663,0.08927,0.12445,0.0159
2018-03-08,0.10208,0.08781,0.12308,0.01345
2018-03-09,0.10254,0.07936,0.11117,0.01518
2018-03-10,0.10881,0.07045,0.1009,0.01099
2018-03-11,0.11099,0.07617,0.0939,0.00981
2018-03-12,0.11817,0.10999,0.1349,0.00963
2018-03-13,0.10836,0.09326,0.12463,0.01018
2018-03-14,0.09854,0.08627,0.13445,0.01018
2018-03-15,0.11381,0.08936,0.13945,0.01009
2018-03-16,0.1059,0.07145,0.11708,0.00863
2018-03-17,0.12326,0.06845,0.10581,0.00981
2018-03-18,0.14335,0.07345,0.10154,0.00699
2018-03-19,0.13981,0.09617,0.14726,0.00836
2018-03-20,0.12563,0.09545,0.13872,0.01009
2018-03-21,0.12845,0.09481,0.14054,0.00981
2018-03-22,0.12036,0.08508,0.13854,0.00909
2018-03-23,0.11399,0.08008,0.1349,0.00863
2018-03-24,0.10308,0.06527,0.12036,0.00681
2018-03-25,0.11308,0.07027,0.11699,0.00663
2018-03-26,0.13608,0.09417,0.18417,0.01109
2018-03-27,0.13254,0.09781,0.17681,0.00972
2018-03-28,0.12317,0.08281,0.16726,0.00609
2018-03-29,0.1229,0.07908,0.16654,0.00663
2018-03-30,0.12526,0.06599,0.16472,0.00963
2018-03-31,0.12199,0.0539,0.14299,0.00854
2018-04-01,0.14054,0.05981,0.15726,0.00863
2018-04-02,0.15517,0.08181,0.20917,0.00954
2018-04-03,0.17799,0.08299,0.19044,0.00899
2018-04-04,0.16617,0.07545,0.19463,0.00945
2018-04-05,0.16163,0.06736,0.19653,0.00945
2018-04-06,0.17599,0.06736,0.16899,0.00745
2018-04-07,0.15435,0.06108,0.14981,0.00654
2018-04-08,0.15808,0.06617,0.1469,0.00772
2018-04-09,0.19826,0.09508,0.2219,0.00981
2018-04-10,0.1659,0.08163,0.20417,0.00836
2018-04-11,0.14754,0.07254,0.19753,0.00936
2018-04-12,0.14599,0.06945,0.20099,0.00727
2018-04-13,0.19144,0.06845,0.2059,0.00727
2018-04-14,0.34617,0.05936,0.17899,0.00645
2018-04-15,0.51116,0.06417,0.17008,0.00481
2018-04-16,0.46198,0.09163,0.24953,0.01072
2018-04-17,0.2999,0.09199,0.22026,0.0089
2018-04-18,0.26362,0.07436,0.21372,0.00945
2018-04-19,0.25744,0.07781,0.20044,0.00881
2018-04-20,0.22808,0.06754,0.19581,0.00799
2018-04-21,0.26617,0.05481,0.17672,0.00736
2018-04-22,0.25481,0.05408,0.16263,0.00463
2018-04-23,0.24326,0.08072,0.23981,0.00663
2018-04-24,0.20672,0.07981,0.2049,0.01036
2018-04-25,0.18063,0.06799,0.2189,0.00827
2018-04-26,0.16981,0.07572,0.20917,0.00818
2018-04-27,0.1599,0.06636,0.18808,0.00536
2018-04-28,0.14708,0.05354,0.16835,0.00281
2018-04-29,0.14235,0.05054,0.16144,0.00454
2018-04-30,0.17899,0.08608,0.23353,0.00636
2018-05-01,0.15881,0.06727,0.20426,0.00463
2018-05-02,0.13926,0.07208,0.23526,0.00754
2018-05-03,0.14317,0.0719,0.21999,0.00936
2018-05-04,0.13181,0.06336,0.19826,0.00727
2018-05-05,0.11263,0.04418,0.14981,0.00554
2018-05-06,0.12499,0.04754,0.14726,0.00445
2018-05-07,0.12699,0.05827,0.20063,0.00527
2018-05-08,0.17172,0.07527,0.39471,0.0079
2018-05-09,0.17781,0.07027,0.28053,0.01018
2018-05-10,0.17654,0.06354,0.22217,0.00799
2018-05-11,0.16772,0.05899,0.21526,0.00518
2018-05-12,0.16708,0.04781,0.17054,0.00418
2018-05-13,0.15344,0.04472,0.16008,0.0039
2018-05-14,0.14954,0.07536,0.2419,0.00681
2018-05-15,0.13863,0.06308,0.22517,0.00745
2018-05-16,0.15217,0.05881,0.21281,0.0079
2018-05-17,0.13781,0.05172,0.20153,0.00609
2018-05-18,0.14263,0.04808,0.2249,0.00554
2018-05-19,0.13863,0.03681,0.17044,0.00599
2018-05-20,0.14699,0.04263,0.16354,0.00645
2018-05-21,0.15572,0.06117,0.2259,0.00799
2018-05-22,0.15735,0.05018,0.18253,0.00818
2018-05-23,0.93497,0.07108,0.23744,0.00699
2018-05-24,0.19208,0.06081,0.21735,0.0069
2018-05-25,0.16244,0.05018,0.19926,0.00763
2018-05-26,0.14345,0.03745,0.17454,0.00809
2018-05-27,0.15344,0.04345,0.16299,0.00563
2018-05-28,0.1559,0.06127,0.23253,0.01054
2018-05-29,0.13363,0.05454,0.22535,0.00918
2018-05-30,0.12572,0.05054,0.21708,0.00799
2018-05-31,0.12317,0.04845,0.20208,0.00863
2018-06-01,0.11908,0.04454,0.19035,0.00554
2018-06-02,0.10508,0.03418,0.15426,0.00718
2018-06-03,0.11926,0.03336,0.1409,0.00499
2018-06-04,0.14908,0.0519,0.2209,0.00727
2018-06-05,0.15145,0.04208,0.18899,0.0059
2018-06-06,0.14554,0.03472,0.16526,0.00509
2018-06-07,0.14281,0.03972,0.19008,0.00563
2018-06-08,0.13581,0.03527,0.18481,0.00463
2018-06-09,0.10445,0.02545,0.14917,0.00599
2018-06-10,0.09881,0.02809,0.13945,0.00645
2018-06-11,0.12272,0.04281,0.18581,0.00781
2018-06-12,0.10554,0.03763,0.16835,0.00599
2018-06-13,0.10163,0.03099,0.15117,0.00481
2018-06-14,0.11026,0.03899,0.16617,0.00727
2018-06-15,0.10472,0.04072,0.16699,0.00463
2018-06-16,0.09436,0.03381,0.12826,0.00536
2018-06-17,0.10208,0.03227,0.12435,0.00654
2018-06-18,0.10272,0.04336,0.16617,0.01018
2018-06-19,0.11226,0.03908,0.16426,0.00554
2018-06-20,0.10454,0.0349,0.15817,0.00745
2018-06-21,0.09626,0.03145,0.14835,0.00463
2018-06-22,0.10172,0.03063,0.13081,0.00463
2018-06-23,0.09781,0.02518,0.11336,0.00436
2018-06-24,0.08927,0.02599,0.09663,0.00509
2018-06-25,0.10717,0.0409,0.1539,0.00281
2018-06-26,0.10681,0.03199,0.13863,0.00436
2018-06-27,0.10254,0.03199,0.13199,0.00318
2018-06-28,0.09545,0.02736,0.11563,0.00299
2018-06-29,0.08808,0.02281,0.12081,0.00454
2018-06-30,0.0859,0.02072,0.10199,0.00399
2018-07-01,0.08717,0.02245,0.0849,0.0049
2018-07-02,0.09954,0.02963,0.13117,0.00472
2018-07-03,0.09163,0.02645,0.11999,0.00372
2018-07-04,0.09299,0.02327,0.12026,0.00472
2018-07-05,0.09036,0.02372,0.12863,0.00363
2018-07-06,0.08817,0.02454,0.11236,0.00399
2018-07-07,0.09272,0.01799,0.09199,0.00354
2018-07-08,0.09536,0.02054,0.0829,0.00499
2018-07-09,0.12226,0.0319,0.12726,0.00454
2018-07-10,0.11108,0.03127,0.12381,0.00418
2018-07-11,0.10572,0.02718,0.12654,0.00727
2018-07-12,0.1059,0.02536,0.11763,0.00581
2018-07-13,0.10908,0.02199,0.10717,0.00536
2018-07-14,0.0849,0.0179,0.08472,0.00309
2018-07-15,0.09526,0.0199,0.08254,0.00509
2018-07-16,0.10754,0.02981,0.12881,0.00409
2018-07-17,0.10999,0.02854,0.10626,0.00481
2018-07-18,0.1059,0.0249,0.11417,0.00599
2018-07-19,0.09517,0.02618,0.11581,0.00418
2018-07-20,0.0719,0.02327,0.11217,0.0029
2018-07-21,0.05836,0.0229,0.08036,0.00227
2018-07-22,0.07217,0.02036,0.08272,0.00381
2018-07-23,0.0779,0.02436,0.12881,0.00418
2018-07-24,0.11881,0.02099,0.11763,0.00463
2018-07-25,0.09126,0.02063,0.11154,0.00454
2018-07-26,0.07272,0.01681,0.11181,0.0059
2018-07-27,0.06617,0.0179,0.10481,0.00645
2018-07-28,0.05163,0.01227,0.08236,0.00372
2018-07-29,0.06072,0.01572,0.07945,0.00218
2018-07-30,0.07836,0.02009,0.12535,0.00645
2018-07-31,0.15081,0.0319,0.17672,0.03127
2018-08-01,0.10099,0.02454,0.10954,0.00454
2018-08-02,0.08336,0.01799,0.11299,0.00518
2018-08-03,0.08363,0.01954,0.1169,0.00836
2018-08-04,0.06536,0.01281,0.0839,0.00354
2018-08-05,0.05927,0.01381,0.07881,0.00309
2018-08-06,0.07108,0.01963,0.12008,0.00363
2018-08-07,0.28299,0.01899,0.11326,0.00527
2018-08-08,0.07772,0.01963,0.1169,0.00409
2018-08-09,0.0689,0.02127,0.1129,0.00518
2018-08-10,0.06508,0.02027,0.10936,0.0039
2018-08-11,0.06072,0.01481,0.08381,0.00254
2018-08-12,0.06508,0.0149,0.09117,0.00336
2018-08-13,0.0659,0.0209,0.13108,0.00563
2018-08-14,0.07181,0.01945,0.11236,0.00627
2018-08-15,0.06772,0.02054,0.08717,0.00427
2018-08-16,0.0659,0.02118,0.12254,0.00681
2018-08-17,0.06899,0.02254,0.10526,0.00572
2018-08-18,0.06799,0.0179,0.09108,0.00699
2018-08-19,0.06754,0.01781,0.08299,0.00436
2018-08-20,0.08036,0.02672,0.1299,0.0059
2018-08-21,0.06772,0.02554,0.11017,0.00663
2018-08-22,0.06917,0.02663,0.11445,0.00581
2018-08-23,0.06536,0.02272,0.10926,0.00363
2018-08-24,0.07008,0.02209,0.10408,0.00381
2018-08-25,0.0649,0.01572,0.08054,0.0039
2018-08-26,0.06781,0.03263,0.07981,0.00554
2018-08-27,0.08417,0.04845,0.12199,0.00745
2018-08-28,0.07927,0.03827,0.11981,0.00818
2018-08-29,0.0779,0.03572,0.12326,0.00763
2018-08-30,0.54298,0.03618,0.11954,0.01009
2018-08-31,0.09963,0.03681,0.11672,0.00809
2018-09-01,0.07381,0.02381,0.09617,0.00481
2018-09-02,0.07727,0.02627,0.0869,0.00454
2018-09-03,0.09817,0.05436,0.13035,0.0059
2018-09-04,0.08845,0.06736,0.13063,0.00609
2018-09-05,0.0999,0.07717,0.13063,0.00609
2018-09-06,0.10636,0.08863,0.13163,0.00545
2018-09-07,0.10563,0.07636,0.12663,0.00754
2018-09-08,0.11672,0.07181,0.13281,0.03927
2018-09-09,0.14126,0.08908,0.12435,0.05627
2018-09-10,0.18881,0.14863,0.18772,0.0829
2018-09-11,0.16854,0.14417,0.15581,0.04436
2018-09-12,0.14972,0.12045,0.14326,0.02763
2018-09-13,0.13954,0.10945,0.15108,0.01999
2018-09-14,0.13226,0.10208,0.14026,0.02245
2018-09-15,0.12063,0.06963,0.12045,0.01272
2018-09-16,0.10899,0.06808,0.11017,0.01381
2018-09-17,0.13417,0.10554,0.16499,0.01545
2018-09-18,0.12908,0.11245,0.15554,0.01436
2018-09-19,0.13045,0.11017,0.16026,0.01318
2018-09-20,0.13372,0.09972,0.15363,0.01109
2018-09-21,0.12008,0.09481,0.14526,0.01036
2018-09-22,0.09772,0.06627,0.11517,0.00672
2018-09-23,0.10154,0.04863,0.09081,0.00363
2018-09-24,0.10236,0.05627,0.10008,0.00472
2018-09-25,0.13799,0.06445,0.10554,0.00499
2018-09-26,0.14663,0.0929,0.13008,0.00772
2018-09-27,0.16454,0.14472,0.17817,0.00936
2018-09-28,0.16026,0.1459,0.16263,0.00981
2018-09-29,0.11854,0.10326,0.12145,0.00681
2018-09-30,0.12435,0.10499,0.11654,0.00799
2018-10-01,0.17126,0.26381,0.17244,0.00845
2018-10-02,0.16108,0.29526,0.15508,0.00599
2018-10-03,0.13126,0.16344,0.13154,0.00736
2018-10-04,0.15172,0.2499,0.20172,0.00963
2018-10-05,0.1339,0.19017,0.16263,0.0089
2018-10-06,0.1089,0.92515,0.13181,0.00681
2018-10-07,0.12036,0.15754,0.11372,0.00436
2018-10-08,2.68582,0.25617,0.1709,0.00772
2018-10-09,0.14872,0.14208,0.12863,0.00845
2018-10-10,0.16526,0.23026,0.18281,0.00936
2018-10-11,0.16499,0.23635,0.15763,0.00699
2018-10-12,0.15663,0.24072,0.16108,0.00718
2018-10-13,0.43298,0.1929,0.13735,0.0069
2018-10-14,0.38944,0.13845,0.12508,0.00781
2018-10-15,0.15826,0.23853,0.17999,0.00799
2018-10-16,0.15499,0.21281,0.16954,0.01163
2018-10-17,0.14754,0.20817,0.17017,0.00963
2018-10-18,0.14363,0.20253,0.16754,0.00799
2018-10-19,0.13035,0.19572,0.18844,0.00899
2018-10-20,0.11408,0.15226,0.13226,0.00799
2018-10-21,0.12817,0.13672,0.12654,0.0079
2018-10-22,0.15035,0.22444,0.19917,0.01154
2018-10-23,0.14472,0.19444,0.18581,0.01663
2018-10-24,0.13635,0.19435,0.18372,0.00981
2018-10-25,0.13626,0.18208,0.18353,0.02727
2018-10-26,0.13126,0.18417,0.18208,0.01672
2018-10-27,0.11763,0.14608,0.13472,0.01309
2018-10-28,0.13363,0.15426,0.13226,0.01681
2018-10-29,0.15517,0.23417,0.20399,0.01545
2018-10-30,0.16144,0.22326,0.18653,0.01554
